ENLIGHTEN Version,4.1.6
Measurement ID,,,20250528-100245-792093-WP-02208,20250528-100407-709362-WP-02208,20250528-100442-099370-WP-02208
478,924.99,1928.17,1401.00,2469.00,2405.00
479,925.26,1931.30,1412.00,2469.00,2401.00
480,925.52,1934.42,1416.00,2498.00,2403.00
481,925.79,1937.55,1404.00,2462.00,2390.00
482,926.06,1940.67,1414.00,2492.00,2407.00
483,926.33,1943.79,1395.00,2456.00,2365.00
484,926.59,1946.91,1404.00,2433.00,2373.00
485,926.86,1950.03,1401.00,2450.00,2382.00
486,927.13,1953.14,1389.00,2447.00,2355.00
487,927.40,1956.25,1389.00,2439.00,2327.00
488,927.66,1959.36,1399.00,2420.00,2340.00
489,927.93,1962.46,1378.00,2414.00,2346.00
490,928.20,1965.57,1376.00,2414.00,2354.00
491,928.47,1968.67,1395.00,2405.00,2319.00
492,928.73,1971.77,1376.00,2397.00,2335.00
493,929.00,1974.86,1378.00,2380.00,2308.00
494,929.27,1977.96,1368.00,2405.00,2338.00
495,929.54,1981.05,1366.00,2409.00,2317.00
496,929.80,1984.14,1387.00,2405.00,2344.00
497,930.07,1987.22,1372.00,2401.00,2340.00
498,930.34,1990.31,1399.00,2412.00,2348.00
499,930.60,1993.39,1385.00,2407.00,2327.00
500,930.87,1996.47,1382.00,2407.00,2327.00
501,931.14,1999.55,1370.00,2412.00,2342.00
502,931.40,2002.62,1383.00,2405.00,2306.00
503,931.67,2005.69,1397.00,2430.00,2329.00
504,931.94,2008.76,1387.00,2386.00,2336.00
505,932.20,2011.83,1393.00,2431.00,2329.00
506,932.47,2014.89,1383.00,2397.00,2323.00
507,932.74,2017.96,1374.00,2363.00,2299.00
508,933.00,2021.02,1370.00,2338.00,2297.00
509,933.27,2024.08,1359.00,2361.00,2272.00
510,933.53,2027.13,1349.00,2342.00,2287.00
511,933.80,2030.18,1349.00,2350.00,2291.00
512,934.07,2033.24,1345.00,2342.00,2262.00
513,934.33,2036.28,1344.00,2346.00,2293.00
514,934.60,2039.33,1347.00,2316.00,2261.00
515,934.86,2042.37,1336.00,2335.00,2262.00
516,935.13,2045.41,1357.00,2338.00,2253.00
517,935.40,2048.45,1361.00,2317.00,2270.00
518,935.66,2051.49,1353.00,2352.00,2280.00
519,935.93,2054.52,1353.00,2357.00,2268.00
520,936.19,2057.56,1380.00,2363.00,2280.00
521,936.46,2060.59,1355.00,2346.00,2276.00
522,936.72,2063.61,1347.00,2342.00,2257.00
523,936.99,2066.64,1345.00,2340.00,2264.00
524,937.26,2069.66,1344.00,2317.00,2272.00
525,937.52,2072.68,1357.00,2336.00,2240.00
526,937.79,2075.70,1361.00,2317.00,2274.00
527,938.05,2078.71,1336.00,2319.00,2261.00
528,938.32,2081.72,1332.00,2302.00,2232.00
529,938.58,2084.73,1359.00,2314.00,2255.00
530,938.85,2087.74,1336.00,2310.00,2228.00
531,939.11,2090.75,1336.00,2274.00,2230.00
532,939.38,2093.75,1338.00,2270.00,2213.00
533,939.64,2096.75,1327.00,2281.00,2196.00
534,939.91,2099.75,1330.00,2270.00,2215.00
535,940.17,2102.75,1321.00,2283.00,2205.00
536,940.44,2105.74,1345.00,2249.00,2209.00
537,940.70,2108.73,1325.00,2283.00,2200.00
538,940.96,2111.72,1319.00,2280.00,2223.00
539,941.23,2114.71,1325.00,2285.00,2188.00
540,941.49,2117.69,1330.00,2264.00,2213.00
541,941.76,2120.67,1345.00,2264.00,2209.00
542,942.02,2123.65,1332.00,2280.00,2198.00
543,942.29,2126.63,1340.00,2264.00,2204.00
544,942.55,2129.60,1334.00,2272.00,2200.00
545,942.81,2132.58,1321.00,2243.00,2198.00
546,943.08,2135.55,1332.00,2283.00,2200.00
547,943.34,2138.51,1330.00,2234.00,2190.00
548,943.61,2141.48,1319.00,2259.00,2177.00
549,943.87,2144.44,1317.00,2242.00,2181.00
550,944.13,2147.40,1311.00,2205.00,2169.00
551,944.40,2150.36,1300.00,2230.00,2156.00
552,944.66,2153.32,1296.00,2190.00,2152.00
553,944.93,2156.27,1302.00,2215.00,2162.00
554,945.19,2159.22,1311.00,2200.00,2131.00
555,945.45,2162.17,1304.00,2185.00,2135.00
556,945.72,2165.12,1300.00,2194.00,2133.00
557,945.98,2168.06,1309.00,2192.00,2128.00
558,946.24,2171.00,1306.00,2175.00,2131.00
559,946.51,2173.94,1283.00,2173.00,2122.00
560,946.77,2176.88,1289.00,2177.00,2120.00
561,947.03,2179.81,1294.00,2198.00,2135.00
562,947.30,2182.74,1292.00,2207.00,2122.00
563,947.56,2185.67,1283.00,2204.00,2111.00
564,947.82,2188.60,1300.00,2181.00,2118.00
565,948.08,2191.53,1292.00,2188.00,2137.00
566,948.35,2194.45,1308.00,2190.00,2135.00
567,948.61,2197.37,1296.00,2192.00,2128.00
568,948.87,2200.29,1279.00,2185.00,2133.00
569,949.13,2203.20,1302.00,2181.00,2122.00
570,949.40,2206.12,1300.00,2183.00,2093.00
571,949.66,2209.03,1287.00,2179.00,2116.00
572,949.92,2211.93,1298.00,2139.00,2086.00
573,950.18,2214.84,1287.00,2147.00,2099.00
574,950.45,2217.74,1289.00,2152.00,2080.00
575,950.71,2220.65,1285.00,2149.00,2050.00
576,950.97,2223.55,1277.00,2128.00,2074.00
577,951.23,2226.44,1271.00,2156.00,2067.00
578,951.50,2229.34,1275.00,2145.00,2086.00
579,951.76,2232.23,1270.00,2149.00,2082.00
580,952.02,2235.12,1264.00,2137.00,2082.00
581,952.28,2238.01,1268.00,2116.00,2074.00
582,952.54,2240.89,1279.00,2147.00,2071.00
583,952.80,2243.77,1273.00,2137.00,2061.00
584,953.07,2246.65,1266.00,2116.00,2063.00
585,953.33,2249.53,1275.00,2116.00,2061.00
586,953.59,2252.41,1252.00,2097.00,2057.00
587,953.85,2255.28,1268.00,2105.00,2048.00
588,954.11,2258.15,1264.00,2107.00,2046.00
589,954.37,2261.02,1258.00,2097.00,2042.00
590,954.63,2263.89,1260.00,2059.00,2016.00
591,954.89,2266.75,1254.00,2088.00,2012.00
592,955.16,2269.61,1262.00,2071.00,2031.00
593,955.42,2272.47,1247.00,2071.00,2004.00
594,955.68,2275.33,1262.00,2057.00,2008.00
595,955.94,2278.18,1235.00,2052.00,1991.00
596,956.20,2281.04,1245.00,2019.00,1976.00
597,956.46,2283.89,1222.00,2016.00,1985.00
598,956.72,2286.73,1245.00,2012.00,1959.00
599,956.98,2289.58,1220.00,2029.00,1980.00
600,957.24,2292.42,1239.00,2025.00,1970.00
601,957.50,2295.26,1233.00,2012.00,1985.00
602,957.76,2298.10,1224.00,2010.00,1961.00
603,958.02,2300.94,1233.00,2000.00,1959.00
604,958.28,2303.77,1222.00,2000.00,1949.00
605,958.54,2306.60,1233.00,1978.00,1938.00
606,958.80,2309.43,1218.00,2002.00,1942.00
607,959.06,2312.26,1220.00,1999.00,1936.00
608,959.32,2315.08,1220.00,1989.00,1947.00
609,959.58,2317.90,1222.00,2010.00,1945.00
610,959.84,2320.72,1228.00,1997.00,1942.00
611,960.10,2323.54,1235.00,2014.00,1944.00
612,960.36,2326.35,1239.00,2031.00,1978.00
613,960.62,2329.17,1241.00,2037.00,1989.00
614,960.88,2331.98,1220.00,2010.00,1966.00
615,961.14,2334.79,1211.00,1972.00,1921.00
616,961.40,2337.59,1218.00,1955.00,1921.00
617,961.66,2340.39,1207.00,1962.00,1911.00
618,961.92,2343.20,1209.00,1951.00,1907.00
619,962.18,2345.99,1203.00,1934.00,1906.00
620,962.43,2348.79,1207.00,1957.00,1873.00
621,962.69,2351.58,1192.00,1930.00,1894.00
622,962.95,2354.38,1197.00,1919.00,1856.00
623,963.21,2357.17,1182.00,1934.00,1866.00
624,963.47,2359.95,1188.00,1919.00,1881.00
625,963.73,2362.74,1197.00,1925.00,1862.00
626,963.99,2365.52,1182.00,1915.00,1856.00
627,964.24,2368.30,1186.00,1923.00,1850.00
628,964.50,2371.08,1188.00,1906.00,1871.00
629,964.76,2373.85,1194.00,1900.00,1847.00
630,965.02,2376.63,1184.00,1902.00,1862.00
631,965.28,2379.40,1184.00,1892.00,1828.00
632,965.54,2382.17,1182.00,1898.00,1866.00
633,965.79,2384.93,1180.00,1871.00,1845.00
634,966.05,2387.70,1188.00,1900.00,1835.00
635,966.31,2390.46,1171.00,1892.00,1849.00
636,966.57,2393.22,1182.00,1877.00,1835.00
637,966.82,2395.97,1154.00,1879.00,1833.00
638,967.08,2398.73,1171.00,1871.00,1833.00
639,967.34,2401.48,1178.00,1860.00,1803.00
640,967.60,2404.23,1167.00,1875.00,1814.00
641,967.85,2406.98,1165.00,1841.00,1801.00
642,968.11,2409.73,1167.00,1835.00,1788.00
643,968.37,2412.47,1156.00,1843.00,1795.00
644,968.63,2415.21,1159.00,1805.00,1786.00
645,968.88,2417.95,1150.00,1809.00,1780.00
646,969.14,2420.68,1156.00,1809.00,1788.00
647,969.40,2423.42,1150.00,1811.00,1773.00
648,969.65,2426.15,1146.00,1805.00,1750.00
649,969.91,2428.88,1144.00,1786.00,1759.00
650,970.17,2431.61,1156.00,1795.00,1752.00
651,970.42,2434.33,1131.00,1794.00,1738.00
652,970.68,2437.05,1139.00,1782.00,1738.00
653,970.94,2439.78,1139.00,1784.00,1738.00
654,971.19,2442.49,1146.00,1773.00,1757.00
655,971.45,2445.21,1129.00,1799.00,1744.00
656,971.70,2447.92,1139.00,1765.00,1735.00
657,971.96,2450.63,1139.00,1792.00,1718.00
658,972.22,2453.34,1148.00,1771.00,1721.00
659,972.47,2456.05,1129.00,1757.00,1746.00
660,972.73,2458.75,1127.00,1742.00,1714.00
661,972.98,2461.46,1140.00,1761.00,1725.00
662,973.24,2464.15,1120.00,1735.00,1718.00
663,973.50,2466.85,1131.00,1754.00,1716.00
664,973.75,2469.55,1120.00,1744.00,1708.00
665,974.01,2472.24,1120.00,1742.00,1682.00
666,974.26,2474.93,1120.00,1740.00,1689.00
667,974.52,2477.62,1125.00,1712.00,1693.00
668,974.77,2480.31,1112.00,1723.00,1687.00
669,975.03,2482.99,1108.00,1714.00,1680.00
670,975.28,2485.67,1116.00,1740.00,1661.00
671,975.54,2488.35,1112.00,1719.00,1672.00
672,975.79,2491.03,1114.00,1683.00,1661.00
673,976.05,2493.70,1118.00,1706.00,1663.00
674,976.30,2496.37,1112.00,1714.00,1674.00
675,976.56,2499.04,1121.00,1718.00,1657.00
676,976.81,2501.71,1106.00,1695.00,1674.00
677,977.06,2504.38,1106.00,1695.00,1664.00
678,977.32,2507.04,1112.00,1689.00,1651.00
679,977.57,2509.70,1104.00,1691.00,1651.00
680,977.83,2512.36,1106.00,1691.00,1647.00
681,978.08,2515.02,1099.00,1682.00,1659.00
682,978.34,2517.67,1102.00,1678.00,1632.00
683,978.59,2520.32,1106.00,1668.00,1630.00
684,978.84,2522.97,1080.00,1685.00,1638.00
685,979.10,2525.62,1099.00,1651.00,1638.00
686,979.35,2528.26,1104.00,1647.00,1619.00
687,979.60,2530.91,1093.00,1659.00,1628.00
688,979.86,2533.55,1091.00,1664.00,1609.00
689,980.11,2536.19,1101.00,1644.00,1625.00
690,980.36,2538.82,1085.00,1630.00,1606.00
691,980.62,2541.46,1091.00,1628.00,1587.00
692,980.87,2544.09,1085.00,1623.00,1573.00
693,981.12,2546.72,1078.00,1630.00,1606.00
694,981.38,2549.34,1093.00,1619.00,1583.00
695,981.63,2551.97,1063.00,1636.00,1587.00
696,981.88,2554.59,1078.00,1625.00,1600.00
697,982.13,2557.21,1074.00,1607.00,1564.00
698,982.39,2559.83,1068.00,1609.00,1579.00
699,982.64,2562.45,1072.00,1602.00,1560.00
700,982.89,2565.06,1063.00,1611.00,1571.00
701,983.14,2567.67,1074.00,1609.00,1558.00
702,983.40,2570.28,1061.00,1607.00,1564.00
703,983.65,2572.89,1072.00,1590.00,1552.00
704,983.90,2575.49,1066.00,1583.00,1556.00
705,984.15,2578.09,1061.00,1571.00,1558.00
706,984.41,2580.69,1053.00,1579.00,1535.00
707,984.66,2583.29,1055.00,1560.00,1552.00
708,984.91,2585.89,1053.00,1554.00,1526.00
709,985.16,2588.48,1051.00,1583.00,1537.00
710,985.41,2591.07,1057.00,1564.00,1526.00
711,985.66,2593.66,1053.00,1566.00,1535.00
712,985.91,2596.25,1053.00,1560.00,1520.00
713,986.17,2598.83,1059.00,1556.00,1520.00
714,986.42,2601.41,1065.00,1545.00,1524.00
715,986.67,2603.99,1055.00,1549.00,1513.00
716,986.92,2606.57,1053.00,1547.00,1505.00
717,987.17,2609.15,1055.00,1549.00,1505.00
718,987.42,2611.72,1047.00,1533.00,1499.00
719,987.67,2614.29,1040.00,1535.00,1494.00
720,987.92,2616.86,1036.00,1530.00,1480.00
721,988.17,2619.43,1051.00,1522.00,1494.00
722,988.42,2621.99,1047.00,1516.00,1480.00
723,988.67,2624.55,1044.00,1513.00,1484.00
724,988.92,2627.11,1036.00,1516.00,1490.00
725,989.17,2629.67,1042.00,1507.00,1467.00
726,989.42,2632.23,1028.00,1507.00,1461.00
727,989.67,2634.78,1025.00,1490.00,1463.00
728,989.92,2637.33,1032.00,1473.00,1452.00
729,990.17,2639.88,1023.00,1482.00,1471.00
730,990.42,2642.43,1028.00,1478.00,1471.00
731,990.67,2644.97,1023.00,1494.00,1456.00
732,990.92,2647.51,1032.00,1482.00,1471.00
733,991.17,2650.05,1019.00,1490.00,1427.00
734,991.42,2652.59,1027.00,1463.00,1435.00
735,991.67,2655.13,1019.00,1469.00,1442.00
736,991.92,2657.66,1013.00,1458.00,1427.00
737,992.17,2660.19,1017.00,1467.00,1446.00
738,992.42,2662.72,1017.00,1473.00,1420.00
739,992.67,2665.25,1023.00,1444.00,1431.00
740,992.92,2667.77,1009.00,1459.00,1412.00
741,993.16,2670.29,1013.00,1444.00,1425.00
742,993.41,2672.81,1008.00,1433.00,1408.00
743,993.66,2675.33,1015.00,1439.00,1420.00
744,993.91,2677.85,1017.00,1435.00,1395.00
745,994.16,2680.36,1008.00,1440.00,1408.00
746,994.41,2682.87,1013.00,1427.00,1416.00
747,994.66,2685.38,1011.00,1433.00,1402.00
748,994.90,2687.89,998.00,1402.00,1404.00
749,995.15,2690.39,996.00,1404.00,1380.00
750,995.40,2692.89,1011.00,1421.00,1387.00
751,995.65,2695.39,992.00,1399.00,1383.00
752,995.89,2697.89,990.00,1404.00,1401.00
753,996.14,2700.39,1000.00,1414.00,1391.00
754,996.39,2702.88,992.00,1406.00,1372.00
755,996.64,2705.37,989.00,1382.00,1372.00
756,996.88,2707.86,994.00,1397.00,1364.00
757,997.13,2710.35,994.00,1380.00,1382.00
758,997.38,2712.83,973.00,1378.00,1357.00
759,997.63,2715.32,990.00,1382.00,1355.00
760,997.87,2717.80,992.00,1382.00,1340.00
761,998.12,2720.27,981.00,1376.00,1340.00
762,998.37,2722.75,973.00,1364.00,1347.00
763,998.61,2725.22,981.00,1363.00,1327.00
764,998.86,2727.70,989.00,1359.00,1347.00
765,999.11,2730.17,968.00,1359.00,1340.00
766,999.35,2732.63,973.00,1336.00,1332.00
767,999.60,2735.10,975.00,1359.00,1319.00
768,999.84,2737.56,981.00,1338.00,1330.00
769,1000.09,2740.02,983.00,1345.00,1330.00
770,1000.34,2742.48,977.00,1340.00,1319.00
771,1000.58,2744.94,977.00,1336.00,1330.00
772,1000.83,2747.39,968.00,1347.00,1308.00
773,1001.07,2749.84,973.00,1332.00,1315.00
774,1001.32,2752.29,975.00,1334.00,1300.00
775,1001.57,2754.74,962.00,1319.00,1306.00
776,1001.81,2757.19,975.00,1323.00,1304.00
777,1002.06,2759.63,960.00,1323.00,1283.00
778,1002.30,2762.07,966.00,1327.00,1304.00
779,1002.55,2764.51,947.00,1308.00,1273.00
780,1002.79,2766.95,960.00,1296.00,1300.00
781,1003.04,2769.38,956.00,1321.00,1287.00
782,1003.28,2771.81,954.00,1296.00,1281.00
783,1003.53,2774.24,956.00,1298.00,1273.00
784,1003.77,2776.67,949.00,1290.00,1258.00
785,1004.01,2779.10,945.00,1294.00,1268.00
786,1004.26,2781.52,954.00,1290.00,1260.00
787,1004.50,2783.94,954.00,1271.00,1264.00
788,1004.75,2786.36,945.00,1254.00,1237.00
789,1004.99,2788.78,947.00,1260.00,1251.00
790,1005.24,2791.20,951.00,1283.00,1258.00
791,1005.48,2793.61,937.00,1249.00,1247.00
792,1005.72,2796.02,949.00,1279.00,1247.00
793,1005.97,2798.43,941.00,1262.00,1256.00
794,1006.21,2800.84,945.00,1270.00,1230.00
795,1006.45,2803.24,945.00,1266.00,1232.00
796,1006.70,2805.64,941.00,1262.00,1237.00
797,1006.94,2808.04,935.00,1268.00,1233.00
798,1007.18,2810.44,943.00,1237.00,1243.00
799,1007.43,2812.84,928.00,1241.00,1211.00
800,1007.67,2815.23,941.00,1237.00,1218.00
801,1007.91,2817.62,937.00,1243.00,1220.00
802,1008.16,2820.01,930.00,1226.00,1220.00
803,1008.40,2822.40,930.00,1232.00,1220.00
804,1008.64,2824.79,924.00,1216.00,1211.00
805,1008.88,2827.17,926.00,1237.00,1209.00
806,1009.13,2829.55,932.00,1218.00,1199.00
807,1009.37,2831.93,928.00,1215.00,1216.00
808,1009.61,2834.30,934.00,1215.00,1197.00
809,1009.85,2836.68,930.00,1207.00,1190.00
810,1010.09,2839.05,930.00,1205.00,1190.00
811,1010.34,2841.42,920.00,1192.00,1180.00
812,1010.58,2843.79,922.00,1199.00,1196.00
813,1010.82,2846.16,916.00,1207.00,1175.00
814,1011.06,2848.52,920.00,1196.00,1182.00
815,1011.30,2850.88,922.00,1199.00,1180.00
816,1011.54,2853.24,915.00,1186.00,1180.00
817,1011.79,2855.60,916.00,1194.00,1175.00
818,1012.03,2857.95,907.00,1178.00,1180.00
819,1012.27,2860.31,909.00,1186.00,1173.00
820,1012.51,2862.66,909.00,1190.00,1175.00
821,1012.75,2865.01,911.00,1186.00,1178.00
822,1012.99,2867.35,907.00,1196.00,1171.00
823,1013.23,2869.70,907.00,1178.00,1165.00
824,1013.47,2872.04,905.00,1184.00,1163.00
825,1013.71,2874.38,907.00,1159.00,1163.00
826,1013.95,2876.72,899.00,1167.00,1159.00
827,1014.19,2879.06,909.00,1159.00,1152.00
828,1014.43,2881.39,903.00,1167.00,1148.00
829,1014.67,2883.72,907.00,1173.00,1150.00
830,1014.91,2886.05,896.00,1156.00,1140.00
831,1015.15,2888.38,907.00,1169.00,1142.00
832,1015.39,2890.71,901.00,1163.00,1146.00
833,1015.63,2893.03,913.00,1146.00,1139.00
834,1015.87,2895.35,905.00,1140.00,1135.00
835,1016.11,2897.67,897.00,1158.00,1125.00
836,1016.35,2899.99,903.00,1140.00,1142.00
837,1016.59,2902.30,897.00,1139.00,1116.00
838,1016.83,2904.62,892.00,1125.00,1121.00
839,1017.07,2906.93,901.00,1142.00,1120.00
840,1017.31,2909.24,884.00,1139.00,1116.00
841,1017.55,2911.54,888.00,1120.00,1114.00
842,1017.78,2913.85,878.00,1127.00,1108.00
843,1018.02,2916.15,882.00,1106.00,1101.00
844,1018.26,2918.45,888.00,1114.00,1102.00
845,1018.50,2920.75,888.00,1108.00,1091.00
846,1018.74,2923.05,905.00,1127.00,1102.00
847,1018.98,2925.34,875.00,1120.00,1108.00
848,1019.21,2927.63,888.00,1099.00,1097.00
849,1019.45,2929.92,873.00,1116.00,1074.00
850,1019.69,2932.21,888.00,1110.00,1099.00
851,1019.93,2934.50,873.00,1102.00,1087.00
852,1020.17,2936.78,884.00,1101.00,1084.00
853,1020.40,2939.06,873.00,1097.00,1093.00
854,1020.64,2941.34,884.00,1084.00,1082.00
855,1020.88,2943.62,882.00,1087.00,1084.00
856,1021.11,2945.90,880.00,1095.00,1080.00
857,1021.35,2948.17,882.00,1095.00,1082.00
858,1021.59,2950.44,875.00,1087.00,1085.00
859,1021.83,2952.71,880.00,1085.00,1065.00
860,1022.06,2954.98,863.00,1087.00,1068.00
861,1022.30,2957.24,877.00,1080.00,1061.00
862,1022.54,2959.51,871.00,1078.00,1068.00
863,1022.77,2961.77,880.00,1068.00,1061.00
864,1023.01,2964.03,873.00,1065.00,1057.00
865,1023.24,2966.28,863.00,1059.00,1047.00
866,1023.48,2968.54,875.00,1061.00,1042.00
867,1023.72,2970.79,861.00,1057.00,1044.00
868,1023.95,2973.04,867.00,1057.00,1046.00
869,1024.19,2975.29,863.00,1055.00,1046.00
870,1024.42,2977.54,865.00,1047.00,1042.00
871,1024.66,2979.78,856.00,1040.00,1038.00
872,1024.90,2982.02,861.00,1049.00,1030.00
873,1025.13,2984.26,854.00,1049.00,1040.00
874,1025.37,2986.50,863.00,1053.00,1021.00
875,1025.60,2988.74,861.00,1051.00,1036.00
876,1025.84,2990.97,856.00,1049.00,1028.00
877,1026.07,2993.20,861.00,1044.00,1034.00
878,1026.31,2995.43,852.00,1030.00,1036.00
879,1026.54,2997.66,869.00,1032.00,1021.00
880,1026.78,2999.89,850.00,1028.00,1019.00
881,1027.01,3002.11,863.00,1036.00,1021.00
882,1027.24,3004.33,856.00,1032.00,1025.00
883,1027.48,3006.55,863.00,1036.00,1015.00
884,1027.71,3008.77,841.00,1027.00,1019.00
885,1027.95,3010.99,852.00,1032.00,1002.00
886,1028.18,3013.20,852.00,1008.00,1013.00
887,1028.41,3015.41,854.00,1017.00,1008.00
888,1028.65,3017.62,852.00,1002.00,1015.00
889,1028.88,3019.83,848.00,1013.00,1006.00
890,1029.12,3022.03,859.00,1008.00,996.00
891,1029.35,3024.24,835.00,998.00,1002.00
892,1029.58,3026.44,837.00,1013.00,994.00
893,1029.82,3028.64,850.00,998.00,1000.00
894,1030.05,3030.83,848.00,1008.00,1002.00
895,1030.28,3033.03,839.00,989.00,998.00
896,1030.51,3035.22,844.00,1000.00,990.00
897,1030.75,3037.41,842.00,979.00,992.00
898,1030.98,3039.60,837.00,983.00,970.00
899,1031.21,3041.79,829.00,981.00,983.00
900,1031.44,3043.98,837.00,979.00,970.00
901,1031.68,3046.16,841.00,987.00,990.00
902,1031.91,3048.34,837.00,979.00,973.00
903,1032.14,3050.52,833.00,968.00,970.00
904,1032.37,3052.70,841.00,970.00,970.00
905,1032.61,3054.87,841.00,985.00,973.00
906,1032.84,3057.04,829.00,972.00,977.00
907,1033.07,3059.22,825.00,970.00,958.00
908,1033.30,3061.38,833.00,975.00,956.00
909,1033.53,3063.55,831.00,973.00,964.00
910,1033.76,3065.72,823.00,977.00,962.00
911,1033.99,3067.88,829.00,968.00,954.00
912,1034.23,3070.04,823.00,966.00,953.00
913,1034.46,3072.20,831.00,970.00,960.00
914,1034.69,3074.36,816.00,960.00,962.00
915,1034.92,3076.51,825.00,954.00,954.00
916,1035.15,3078.66,822.00,973.00,962.00
917,1035.38,3080.81,825.00,949.00,939.00
918,1035.61,3082.96,825.00,962.00,939.00
919,1035.84,3085.11,825.00,960.00,945.00
920,1036.07,3087.25,833.00,953.00,949.00
921,1036.30,3089.40,822.00,954.00,943.00
922,1036.53,3091.54,825.00,951.00,934.00
923,1036.76,3093.68,822.00,949.00,954.00
924,1036.99,3095.81,829.00,941.00,937.00
925,1037.22,3097.95,818.00,943.00,939.00
926,1037.45,3100.08,818.00,937.00,937.00
927,1037.68,3102.21,827.00,939.00,934.00
928,1037.91,3104.34,816.00,949.00,930.00
929,1038.14,3106.47,825.00,928.00,918.00
930,1038.37,3108.59,820.00,939.00,937.00
931,1038.59,3110.72,822.00,916.00,928.00
932,1038.82,3112.84,812.00,941.00,922.00
933,1039.05,3114.96,823.00,932.00,916.00
934,1039.28,3117.07,816.00,924.00,916.00
935,1039.51,3119.19,814.00,924.00,915.00
936,1039.74,3121.30,818.00,924.00,915.00
937,1039.97,3123.41,820.00,935.00,928.00
938,1040.19,3125.52,806.00,915.00,920.00
939,1040.42,3127.63,816.00,934.00,928.00
940,1040.65,3129.73,818.00,915.00,913.00
941,1040.88,3131.84,818.00,918.00,920.00
942,1041.11,3133.94,810.00,926.00,901.00
943,1041.33,3136.04,810.00,905.00,905.00
944,1041.56,3138.13,812.00,915.00,901.00
945,1041.79,3140.23,810.00,922.00,909.00
946,1042.01,3142.32,810.00,928.00,926.00
947,1042.24,3144.41,801.00,897.00,905.00
948,1042.47,3146.50,804.00,911.00,903.00
949,1042.70,3148.59,818.00,905.00,888.00
950,1042.92,3150.67,803.00,899.00,897.00
951,1043.15,3152.76,816.00,899.00,899.00
952,1043.38,3154.84,812.00,901.00,896.00
953,1043.60,3156.92,808.00,897.00,896.00
954,1043.83,3159.00,797.00,901.00,905.00
955,1044.05,3161.07,801.00,903.00,892.00
956,1044.28,3163.14,814.00,899.00,888.00
957,1044.51,3165.22,801.00,896.00,890.00
958,1044.73,3167.29,816.00,899.00,890.00
959,1044.96,3169.35,804.00,877.00,882.00
960,1045.18,3171.42,806.00,897.00,890.00
961,1045.41,3173.48,801.00,882.00,878.00
962,1045.63,3175.54,808.00,888.00,896.00
963,1045.86,3177.60,806.00,913.00,886.00
964,1046.09,3179.66,791.00,882.00,888.00
965,1046.31,3181.72,814.00,892.00,878.00
966,1046.54,3183.77,803.00,884.00,884.00
967,1046.76,3185.82,789.00,890.00,882.00
968,1046.98,3187.87,799.00,873.00,875.00
969,1047.21,3189.92,808.00,875.00,890.00
970,1047.43,3191.97,799.00,875.00,875.00
971,1047.66,3194.01,799.00,875.00,871.00
972,1047.88,3196.06,799.00,877.00,877.00
973,1048.11,3198.10,804.00,878.00,875.00
974,1048.33,3200.13,803.00,884.00,877.00
975,1048.55,3202.17,801.00,875.00,867.00
976,1048.78,3204.21,799.00,873.00,880.00
977,1049.00,3206.24,791.00,871.00,865.00
978,1049.22,3208.27,795.00,873.00,871.00
979,1049.45,3210.30,797.00,869.00,858.00
980,1049.67,3212.32,803.00,869.00,863.00
981,1049.89,3214.35,797.00,873.00,869.00
982,1050.12,3216.37,793.00,873.00,867.00
983,1050.34,3218.39,801.00,882.00,865.00
984,1050.56,3220.41,791.00,871.00,863.00
985,1050.79,3222.43,785.00,865.00,871.00
986,1051.01,3224.45,784.00,856.00,859.00
987,1051.23,3226.46,789.00,865.00,850.00
988,1051.45,3228.47,787.00,863.00,850.00
989,1051.68,3230.48,791.00,865.00,861.00
990,1051.90,3232.49,791.00,854.00,858.00
991,1052.12,3234.49,791.00,859.00,852.00
992,1052.34,3236.50,795.00,865.00,842.00
993,1052.56,3238.50,787.00,850.00,839.00
994,1052.79,3240.50,789.00,854.00,859.00
995,1053.01,3242.50,791.00,854.00,854.00
996,1053.23,3244.49,782.00,846.00,854.00
997,1053.45,3246.49,793.00,850.00,850.00
998,1053.67,3248.48,793.00,854.00,846.00
999,1053.89,3250.47,789.00,850.00,835.00
1000,1054.11,3252.46,785.00,854.00,854.00
1001,1054.33,3254.45,787.00,858.00,839.00
1002,1054.55,3256.43,787.00,846.00,844.00
1003,1054.77,3258.41,782.00,852.00,839.00
1004,1054.99,3260.39,778.00,833.00,841.00
1005,1055.22,3262.37,785.00,842.00,856.00
1006,1055.44,3264.35,789.00,844.00,839.00
1007,1055.66,3266.32,784.00,841.00,841.00
1008,1055.88,3268.30,782.00,844.00,841.00
1009,1056.10,3270.27,778.00,842.00,844.00
1010,1056.31,3272.24,776.00,854.00,837.00
1011,1056.53,3274.21,782.00,837.00,837.00
1012,1056.75,3276.17,785.00,825.00,841.00
1013,1056.97,3278.14,782.00,846.00,825.00
1014,1057.19,3280.10,784.00,837.00,833.00
1015,1057.41,3282.06,787.00,842.00,835.00
1016,1057.63,3284.02,776.00,839.00,829.00
1017,1057.85,3285.97,770.00,844.00,833.00
1018,1058.07,3287.93,768.00,831.00,831.00
1019,1058.29,3289.88,778.00,839.00,835.00
1020,1058.51,3291.83,780.00,823.00,831.00
1021,1058.72,3293.78,778.00,823.00,829.00
1022,1058.94,3295.73,784.00,823.00,814.00
