ENLIGHTEN Version,4.1.6
Measurement ID,,,20250529-091533-473472-WP-02208,20250529-091709-177739-WP-02208
303,877.53,1343.48,1209.00,1392.00
304,877.80,1347.03,1236.00,1430.00
305,878.08,1350.57,1222.00,1422.00
306,878.35,1354.12,1241.00,1431.00
307,878.62,1357.66,1241.00,1418.00
308,878.90,1361.20,1260.00,1448.00
309,879.17,1364.74,1239.00,1423.00
310,879.44,1368.27,1272.00,1438.00
311,879.72,1371.81,1259.00,1434.00
312,879.99,1375.34,1224.00,1416.00
313,880.26,1378.86,1223.00,1411.00
314,880.54,1382.39,1232.00,1404.00
315,880.81,1385.91,1213.00,1418.00
316,881.08,1389.43,1219.00,1403.00
317,881.35,1392.95,1228.00,1412.00
318,881.63,1396.47,1215.00,1392.00
319,881.90,1399.98,1223.00,1409.00
320,882.17,1403.49,1215.00,1428.00
321,882.45,1407.00,1226.00,1420.00
322,882.72,1410.51,1248.00,1436.00
323,882.99,1414.01,1238.00,1439.00
324,883.27,1417.51,1219.00,1445.00
325,883.54,1421.01,1223.00,1416.00
326,883.81,1424.51,1263.00,1432.00
327,884.09,1428.01,1228.00,1439.00
328,884.36,1431.50,1230.00,1424.00
329,884.63,1434.99,1234.00,1445.00
330,884.91,1438.47,1238.00,1449.00
331,885.18,1441.96,1209.00,1418.00
332,885.45,1445.44,1236.00,1409.00
333,885.72,1448.92,1230.00,1396.00
334,886.00,1452.40,1192.00,1378.00
335,886.27,1455.88,1223.00,1388.00
336,886.54,1459.35,1234.00,1407.00
337,886.82,1462.82,1190.00,1397.00
338,887.09,1466.29,1209.00,1411.00
339,887.36,1469.75,1221.00,1407.00
340,887.63,1473.22,1239.00,1427.00
341,887.91,1476.68,1237.00,1429.00
342,888.18,1480.14,1230.00,1405.00
343,888.45,1483.60,1206.00,1405.00
344,888.73,1487.05,1228.00,1420.00
345,889.00,1490.50,1225.00,1430.00
346,889.27,1493.95,1226.00,1410.00
347,889.54,1497.40,1217.00,1443.00
348,889.82,1500.84,1232.00,1427.00
349,890.09,1504.28,1219.00,1420.00
350,890.36,1507.72,1219.00,1393.00
351,890.63,1511.16,1205.00,1395.00
352,890.91,1514.60,1233.00,1422.00
353,891.18,1518.03,1204.00,1378.00
354,891.45,1521.46,1189.00,1386.00
355,891.72,1524.89,1195.00,1375.00
356,892.00,1528.31,1193.00,1373.00
357,892.27,1531.73,1225.00,1384.00
358,892.54,1535.15,1206.00,1409.00
359,892.81,1538.57,1186.00,1382.00
360,893.09,1541.99,1213.00,1401.00
361,893.36,1545.40,1229.00,1415.00
362,893.63,1548.81,1242.00,1390.00
363,893.90,1552.22,1220.00,1424.00
364,894.18,1555.63,1239.00,1424.00
365,894.45,1559.03,1225.00,1409.00
366,894.72,1562.43,1205.00,1395.00
367,894.99,1565.83,1213.00,1401.00
368,895.26,1569.23,1210.00,1399.00
369,895.54,1572.62,1198.00,1381.00
370,895.81,1576.01,1202.00,1369.00
371,896.08,1579.40,1212.00,1375.00
372,896.35,1582.79,1168.00,1390.00
373,896.62,1586.18,1209.00,1387.00
374,896.90,1589.56,1194.00,1377.00
375,897.17,1592.94,1180.00,1374.00
